/usr/local/miniconda3/lib/python3.8/site-packages/diffusers/models/lora.py:208: FutureWarning: `LoRALinearLayer` is deprecated and will be removed in version 1.0.0. Use of `LoRALinearLayer` is deprecated. Please switch to PEFT backend by installing PEFT: `pip install peft`.
  deprecate("LoRALinearLayer", "1.0.0", deprecation_message)
Successfully loaded weights from checkpoint /hy-tmp/models/IP-Adapter/sdxl_models/ip-adapter-plus_sdxl_vit-h.bin
len train_dataset:  2125
/usr/local/miniconda3/lib/python3.8/site-packages/diffusers/configuration_utils.py:140: FutureWarning: Accessing config attribute `num_train_timesteps` directly via 'DDPMScheduler' object attribute is deprecated. Please access 'num_train_timesteps' over 'DDPMScheduler's config object instead, e.g. 'scheduler.config.num_train_timesteps'.
  deprecate("direct config name access", "1.0.0", deprecation_message, standard_warn=False)
Epoch 56, global_step 30256, time: 0.45523257926106453s, step_loss: 0.0063020880334079266
Epoch 56, global_step 30257, time: 0.4470229670405388s, step_loss: 0.17818167805671692
Epoch 56, global_step 30258, time: 0.44867177680134773s, step_loss: 0.006535868626087904
Epoch 56, global_step 30259, time: 0.4544401802122593s, step_loss: 0.05052819103002548
Epoch 56, global_step 30260, time: 0.4442658834159374s, step_loss: 0.05831856280565262
Epoch 56, global_step 30261, time: 0.451736431568861s, step_loss: 0.3816796541213989
Epoch 56, global_step 30262, time: 0.45083215460181236s, step_loss: 0.25742363929748535
Epoch 56, global_step 30263, time: 0.4548209309577942s, step_loss: 0.03270581364631653
Epoch 56, global_step 30264, time: 0.44771675020456314s, step_loss: 0.05777372419834137
Epoch 56, global_step 30265, time: 0.44483068957924843s, step_loss: 0.19045904278755188
Epoch 56, global_step 30266, time: 0.4377857632935047s, step_loss: 0.011165096424520016
Epoch 56, global_step 30267, time: 0.4504130035638809s, step_loss: 0.006413112860172987
Epoch 56, global_step 30268, time: 0.45519280061125755s, step_loss: 0.005971359089016914
Epoch 56, global_step 30269, time: 0.4460204653441906s, step_loss: 0.05472494661808014
Epoch 56, global_step 30270, time: 0.4541362002491951s, step_loss: 0.2062133550643921
Epoch 56, global_step 30271, time: 0.4549087584018707s, step_loss: 0.011939898133277893
Epoch 56, global_step 30272, time: 0.45855236798524857s, step_loss: 0.043692030012607574
Epoch 56, global_step 30273, time: 0.4587426744401455s, step_loss: 0.1955699920654297
Epoch 56, global_step 30274, time: 0.4588339924812317s, step_loss: 0.08808306604623795
Epoch 56, global_step 30275, time: 0.46500445902347565s, step_loss: 0.009069235995411873
Epoch 56, global_step 30276, time: 0.4556691125035286s, step_loss: 0.1811094880104065
Epoch 56, global_step 30277, time: 0.43937963992357254s, step_loss: 0.28227874636650085
Epoch 56, global_step 30278, time: 0.44024381786584854s, step_loss: 0.01830490306019783
Epoch 56, global_step 30279, time: 0.44885288178920746s, step_loss: 0.039883803576231
Epoch 56, global_step 30280, time: 0.4393838718533516s, step_loss: 0.0410957857966423
Epoch 56, global_step 30281, time: 0.44749312475323677s, step_loss: 0.21940875053405762
Epoch 56, global_step 30282, time: 0.45183245465159416s, step_loss: 0.2574179768562317
Epoch 56, global_step 30283, time: 0.44543785601854324s, step_loss: 0.026744380593299866
Epoch 56, global_step 30284, time: 0.45327499136328697s, step_loss: 0.2565079927444458
Epoch 56, global_step 30285, time: 0.44922592490911484s, step_loss: 0.003322398755699396
Epoch 56, global_step 30286, time: 0.4482540190219879s, step_loss: 0.014059776440262794
Epoch 56, global_step 30287, time: 0.4433556869626045s, step_loss: 0.07317343354225159
Epoch 56, global_step 30288, time: 0.45472564548254013s, step_loss: 0.07584978640079498
Epoch 56, global_step 30289, time: 0.4471880942583084s, step_loss: 0.020064452663064003
Epoch 56, global_step 30290, time: 0.45668070018291473s, step_loss: 0.35652199387550354
Epoch 56, global_step 30291, time: 0.44553951546549797s, step_loss: 0.0037078033201396465
Epoch 56, global_step 30292, time: 0.4458698220551014s, step_loss: 0.13557398319244385
Epoch 56, global_step 30293, time: 0.4491485580801964s, step_loss: 0.28658387064933777
Epoch 56, global_step 30294, time: 0.448318287730217s, step_loss: 0.004785922355949879
Epoch 56, global_step 30295, time: 0.44761230796575546s, step_loss: 0.031325120478868484
Epoch 56, global_step 30296, time: 0.44810837507247925s, step_loss: 0.2790093719959259
Epoch 56, global_step 30297, time: 0.4461392015218735s, step_loss: 0.4728688597679138
Epoch 56, global_step 30298, time: 0.4477761350572109s, step_loss: 0.2573862075805664
Epoch 56, global_step 30299, time: 0.43822604417800903s, step_loss: 0.012413178570568562
Epoch 56, global_step 30300, time: 0.44984376057982445s, step_loss: 0.0076524196192622185
Epoch 56, global_step 30301, time: 0.4440973475575447s, step_loss: 0.13948585093021393
Epoch 56, global_step 30302, time: 0.44414156302809715s, step_loss: 0.0465320460498333
Epoch 56, global_step 30303, time: 0.4522108696401119s, step_loss: 0.2526896595954895
Epoch 56, global_step 30304, time: 0.4478687644004822s, step_loss: 0.3268551826477051
Epoch 56, global_step 30305, time: 0.4436936601996422s, step_loss: 0.11718340218067169
Epoch 56, global_step 30306, time: 0.44695672392845154s, step_loss: 0.006782348267734051
Epoch 56, global_step 30307, time: 0.4394455626606941s, step_loss: 0.23151525855064392
Epoch 56, global_step 30308, time: 0.45239823684096336s, step_loss: 0.09249375760555267
Epoch 56, global_step 30309, time: 0.44353895261883736s, step_loss: 0.33841925859451294
Epoch 56, global_step 30310, time: 0.4407311640679836s, step_loss: 0.2877022922039032
Epoch 56, global_step 30311, time: 0.43986693024635315s, step_loss: 0.057782769203186035
Epoch 56, global_step 30312, time: 0.45375631377100945s, step_loss: 0.013978968374431133
Epoch 56, global_step 30313, time: 0.45082854479551315s, step_loss: 0.24577036499977112
Epoch 56, global_step 30314, time: 0.44724784791469574s, step_loss: 0.13745534420013428
Epoch 56, global_step 30315, time: 0.4416450895369053s, step_loss: 0.04771381989121437
Epoch 56, global_step 30316, time: 0.4453078918159008s, step_loss: 0.1338256448507309
Epoch 56, global_step 30317, time: 0.44474855810403824s, step_loss: 0.17094852030277252
Epoch 56, global_step 30318, time: 0.44578029215335846s, step_loss: 0.018691428005695343
Epoch 56, global_step 30319, time: 0.4563833922147751s, step_loss: 0.03967614471912384
Epoch 56, global_step 30320, time: 0.44559311121702194s, step_loss: 0.07311853766441345
Epoch 56, global_step 30321, time: 0.4528498351573944s, step_loss: 0.2736934423446655
Epoch 56, global_step 30322, time: 0.4464096948504448s, step_loss: 0.042039353400468826
Epoch 56, global_step 30323, time: 0.4464127756655216s, step_loss: 0.040997207164764404
Epoch 57, global_step 30324, time: 0.44352686032652855s, step_loss: 0.035940881818532944
Epoch 57, global_step 30325, time: 0.4440860077738762s, step_loss: 0.004828596953302622
Epoch 57, global_step 30326, time: 0.44796088337898254s, step_loss: 0.27031922340393066
Epoch 57, global_step 30327, time: 0.455256424844265s, step_loss: 0.44935745000839233
Epoch 57, global_step 30328, time: 0.45081689208745956s, step_loss: 0.30809688568115234
Epoch 57, global_step 30329, time: 0.442651629447937s, step_loss: 0.0032598180696368217
Epoch 57, global_step 30330, time: 0.4476701468229294s, step_loss: 0.07689747959375381
Epoch 57, global_step 30331, time: 0.4427138641476631s, step_loss: 0.12091223895549774
Epoch 57, global_step 30332, time: 0.4471512921154499s, step_loss: 0.014197008684277534
Epoch 57, global_step 30333, time: 0.4447639398276806s, step_loss: 0.11379562318325043
Epoch 57, global_step 30334, time: 0.44568830356001854s, step_loss: 0.015364887192845345
Epoch 57, global_step 30335, time: 0.4455481730401516s, step_loss: 0.2956249415874481
Epoch 57, global_step 30336, time: 0.44344716146588326s, step_loss: 0.012784422375261784
Epoch 57, global_step 30337, time: 0.4525284469127655s, step_loss: 0.28738704323768616
Epoch 57, global_step 30338, time: 0.4423518776893616s, step_loss: 0.03549906983971596
Epoch 57, global_step 30339, time: 0.44708143174648285s, step_loss: 0.01091434620320797
Epoch 57, global_step 30340, time: 0.46200259774923325s, step_loss: 0.08926988393068314
Epoch 57, global_step 30341, time: 0.45298444107174873s, step_loss: 0.22814138233661652
Epoch 57, global_step 30342, time: 0.4569080322980881s, step_loss: 0.03271745890378952
Epoch 57, global_step 30343, time: 0.45774591714143753s, step_loss: 0.012848997488617897
Epoch 57, global_step 30344, time: 0.4530077427625656s, step_loss: 0.24988174438476562
Epoch 57, global_step 30345, time: 0.4489203803241253s, step_loss: 0.2699127197265625
Epoch 57, global_step 30346, time: 0.4506581202149391s, step_loss: 0.014773150905966759
Epoch 57, global_step 30347, time: 0.45326829329133034s, step_loss: 0.10165755450725555
Epoch 57, global_step 30348, time: 0.43876900151371956s, step_loss: 0.4567033648490906
Epoch 57, global_step 30349, time: 0.4390839859843254s, step_loss: 0.00673422496765852
Epoch 57, global_step 30350, time: 0.4451793171465397s, step_loss: 0.24843931198120117
Epoch 57, global_step 30351, time: 0.4425458051264286s, step_loss: 0.1237841472029686
Epoch 57, global_step 30352, time: 0.4505102299153805s, step_loss: 0.006709388457238674
Epoch 57, global_step 30353, time: 0.4418226592242718s, step_loss: 0.0341336652636528
Epoch 57, global_step 30354, time: 0.4498564824461937s, step_loss: 0.1305532455444336
Epoch 57, global_step 30355, time: 0.4474521614611149s, step_loss: 0.026394233107566833
Epoch 57, global_step 30356, time: 0.45461124554276466s, step_loss: 0.209487184882164
Epoch 57, global_step 30357, time: 0.4464380480349064s, step_loss: 0.0784316211938858
Epoch 57, global_step 30358, time: 0.4543098472058773s, step_loss: 0.0033064596354961395
Epoch 57, global_step 30359, time: 0.45414745807647705s, step_loss: 0.0775907039642334
Epoch 57, global_step 30360, time: 0.4384232796728611s, step_loss: 0.06366301327943802
Epoch 57, global_step 30361, time: 0.44297726079821587s, step_loss: 0.06982770562171936
Epoch 57, global_step 30362, time: 0.45048847422003746s, step_loss: 0.2776026129722595
Epoch 57, global_step 30363, time: 0.4437461756169796s, step_loss: 0.0631287470459938
Epoch 57, global_step 30364, time: 0.44174037501215935s, step_loss: 0.0053720613941550255
Epoch 57, global_step 30365, time: 0.45897048711776733s, step_loss: 0.1949533224105835
Epoch 57, global_step 30366, time: 0.45204876363277435s, step_loss: 0.20483995974063873
Epoch 57, global_step 30367, time: 0.43974584713578224s, step_loss: 0.010821886360645294
Epoch 57, global_step 30368, time: 0.4494229555130005s, step_loss: 0.1908271461725235
Epoch 57, global_step 30369, time: 0.4436277747154236s, step_loss: 0.021879073232412338
Epoch 57, global_step 30370, time: 0.4498158469796181s, step_loss: 0.30241990089416504
Epoch 57, global_step 30371, time: 0.4568089470267296s, step_loss: 0.26778659224510193
Epoch 57, global_step 30372, time: 0.44840043038129807s, step_loss: 0.11549662053585052
Epoch 57, global_step 30373, time: 0.4479966536164284s, step_loss: 0.2623808979988098
Epoch 57, global_step 30374, time: 0.4427284151315689s, step_loss: 0.09744982421398163
Epoch 57, global_step 30375, time: 0.4404624067246914s, step_loss: 0.09128852188587189
Epoch 57, global_step 30376, time: 0.4554390534758568s, step_loss: 0.13103538751602173
Epoch 57, global_step 30377, time: 0.45203886553645134s, step_loss: 0.3239746391773224
Epoch 57, global_step 30378, time: 0.44473453611135483s, step_loss: 0.08319874852895737
Epoch 57, global_step 30379, time: 0.45082683116197586s, step_loss: 0.013887317851185799
Epoch 57, global_step 30380, time: 0.4498392529785633s, step_loss: 0.21358370780944824
Epoch 57, global_step 30381, time: 0.44713063910603523s, step_loss: 0.31839659810066223
Epoch 57, global_step 30382, time: 0.4434979110956192s, step_loss: 0.015071598812937737
Epoch 57, global_step 30383, time: 0.4408889226615429s, step_loss: 0.04901878163218498
Epoch 57, global_step 30384, time: 0.45742731913924217s, step_loss: 0.17051813006401062
Epoch 57, global_step 30385, time: 0.4342248849570751s, step_loss: 0.02828413061797619
Epoch 57, global_step 30386, time: 0.4381425343453884s, step_loss: 0.19716264307498932
Epoch 57, global_step 30387, time: 0.441836453974247s, step_loss: 0.21220466494560242
Epoch 57, global_step 30388, time: 0.4465099796652794s, step_loss: 0.00837020669132471
Epoch 57, global_step 30389, time: 0.45765283331274986s, step_loss: 0.07847210764884949
Epoch 57, global_step 30390, time: 0.44312908872962s, step_loss: 0.010189872235059738
Epoch 57, global_step 30391, time: 0.450887031853199s, step_loss: 0.19884833693504333
Epoch 57, global_step 30392, time: 0.44683419167995453s, step_loss: 0.11285790055990219
Epoch 57, global_step 30393, time: 0.45320865884423256s, step_loss: 0.27296972274780273
Epoch 57, global_step 30394, time: 0.44381188601255417s, step_loss: 0.04644205793738365
Epoch 57, global_step 30395, time: 0.4428078569471836s, step_loss: 0.041615501046180725
Epoch 57, global_step 30396, time: 0.4442797414958477s, step_loss: 0.1169787049293518
Epoch 57, global_step 30397, time: 0.44462357833981514s, step_loss: 0.01729021780192852
Epoch 57, global_step 30398, time: 0.44665858149528503s, step_loss: 0.018482422456145287
Epoch 57, global_step 30399, time: 0.442472230643034s, step_loss: 0.3000754714012146
Epoch 57, global_step 30400, time: 0.4467095471918583s, step_loss: 0.23004572093486786
Epoch 57, global_step 30401, time: 0.4492036886513233s, step_loss: 0.0652942955493927
Epoch 57, global_step 30402, time: 0.4524659365415573s, step_loss: 0.034028470516204834
Epoch 57, global_step 30403, time: 0.43993955478072166s, step_loss: 0.33416512608528137
Epoch 57, global_step 30404, time: 0.44169197976589203s, step_loss: 0.021180637180805206
Epoch 57, global_step 30405, time: 0.4467312656342983s, step_loss: 0.049722813069820404
Epoch 57, global_step 30406, time: 0.4447597563266754s, step_loss: 0.28561094403266907
Epoch 57, global_step 30407, time: 0.4503255821764469s, step_loss: 0.015959903597831726
Epoch 57, global_step 30408, time: 0.4591345116496086s, step_loss: 0.191114604473114
Epoch 57, global_step 30409, time: 0.4659065455198288s, step_loss: 0.3106815814971924
Epoch 57, global_step 30410, time: 0.4595215655863285s, step_loss: 0.006944927852600813
Epoch 57, global_step 30411, time: 0.4600711353123188s, step_loss: 0.025513067841529846
Epoch 57, global_step 30412, time: 0.45698071643710136s, step_loss: 0.15948116779327393
Epoch 57, global_step 30413, time: 0.45561832189559937s, step_loss: 0.014018751680850983
Epoch 57, global_step 30414, time: 0.45365920290350914s, step_loss: 0.2059573233127594
Epoch 57, global_step 30415, time: 0.45484843105077744s, step_loss: 0.016315080225467682
Epoch 57, global_step 30416, time: 0.4517847001552582s, step_loss: 0.08587465435266495
Epoch 57, global_step 30417, time: 0.4528609812259674s, step_loss: 0.039094239473342896
Epoch 57, global_step 30418, time: 0.4571152627468109s, step_loss: 0.1280820518732071
Epoch 57, global_step 30419, time: 0.453875545412302s, step_loss: 0.003964864648878574
Epoch 57, global_step 30420, time: 0.44760648906230927s, step_loss: 0.027149822562932968
Epoch 57, global_step 30421, time: 0.4469898194074631s, step_loss: 0.2460862547159195
Epoch 57, global_step 30422, time: 0.4534708894789219s, step_loss: 0.0233878493309021
Epoch 57, global_step 30423, time: 0.44386015459895134s, step_loss: 0.009575756266713142
Epoch 57, global_step 30424, time: 0.4503941647708416s, step_loss: 0.3160775899887085
Epoch 57, global_step 30425, time: 0.45705671235919s, step_loss: 0.011192437261343002
Epoch 57, global_step 30426, time: 0.44537993147969246s, step_loss: 0.015008503571152687
Epoch 57, global_step 30427, time: 0.45202458649873734s, step_loss: 0.004321232903748751
Epoch 57, global_step 30428, time: 0.45236679911613464s, step_loss: 0.10862560570240021
Epoch 57, global_step 30429, time: 0.4529390074312687s, step_loss: 0.12569010257720947
Epoch 57, global_step 30430, time: 0.45322445034980774s, step_loss: 0.15109571814537048
Epoch 57, global_step 30431, time: 0.453810166567564s, step_loss: 0.005742523819208145
Epoch 57, global_step 30432, time: 0.4471486248075962s, step_loss: 0.11230827122926712
Epoch 57, global_step 30433, time: 0.4542398527264595s, step_loss: 0.204941987991333
Epoch 57, global_step 30434, time: 0.4494869336485863s, step_loss: 0.12962710857391357
Epoch 57, global_step 30435, time: 0.4528610147535801s, step_loss: 0.14666643738746643
Epoch 57, global_step 30436, time: 0.4552151784300804s, step_loss: 0.023021919652819633
Epoch 57, global_step 30437, time: 0.45284294337034225s, step_loss: 0.2040838599205017
Epoch 57, global_step 30438, time: 0.45126575604081154s, step_loss: 0.2619040906429291
Epoch 57, global_step 30439, time: 0.4530424475669861s, step_loss: 0.04936783015727997
Epoch 57, global_step 30440, time: 0.4513954482972622s, step_loss: 0.07882106304168701
Epoch 57, global_step 30441, time: 0.4549599252641201s, step_loss: 0.2641100585460663
Epoch 57, global_step 30442, time: 0.4502169191837311s, step_loss: 0.30182594060897827
Epoch 57, global_step 30443, time: 0.44954559952020645s, step_loss: 0.13652262091636658
Epoch 57, global_step 30444, time: 0.45156217738986015s, step_loss: 0.05197039991617203
Epoch 57, global_step 30445, time: 0.453959908336401s, step_loss: 0.06598653644323349
Epoch 57, global_step 30446, time: 0.4542759470641613s, step_loss: 0.06677703559398651
Epoch 57, global_step 30447, time: 0.4548857621848583s, step_loss: 0.2371780276298523
Epoch 57, global_step 30448, time: 0.45484133809804916s, step_loss: 0.18165941536426544
Epoch 57, global_step 30449, time: 0.4442072659730911s, step_loss: 0.050087202340364456
Epoch 57, global_step 30450, time: 0.45551569759845734s, step_loss: 0.06935559958219528
Epoch 57, global_step 30451, time: 0.44611430913209915s, step_loss: 0.24900412559509277
Epoch 57, global_step 30452, time: 0.4465530104935169s, step_loss: 0.2473059594631195
Epoch 57, global_step 30453, time: 0.44661587104201317s, step_loss: 0.18860989809036255
Epoch 57, global_step 30454, time: 0.4409509003162384s, step_loss: 0.3332008421421051
Epoch 57, global_step 30455, time: 0.4418444372713566s, step_loss: 0.09672795236110687
Epoch 57, global_step 30456, time: 0.45415080338716507s, step_loss: 0.28897589445114136
Epoch 57, global_step 30457, time: 0.4538067542016506s, step_loss: 0.027061209082603455
Epoch 57, global_step 30458, time: 0.44626980274915695s, step_loss: 0.10336917638778687
Epoch 57, global_step 30459, time: 0.4361552856862545s, step_loss: 0.29237133264541626
Epoch 57, global_step 30460, time: 0.4559727720916271s, step_loss: 0.21357744932174683
Epoch 57, global_step 30461, time: 0.45220986008644104s, step_loss: 0.08578425645828247
Epoch 57, global_step 30462, time: 0.44889796897768974s, step_loss: 0.2599378824234009
Epoch 57, global_step 30463, time: 0.4502662234008312s, step_loss: 0.19706591963768005
Epoch 57, global_step 30464, time: 0.45414159446954727s, step_loss: 0.23055484890937805
Epoch 57, global_step 30465, time: 0.45045069605112076s, step_loss: 0.00926121138036251
Epoch 57, global_step 30466, time: 0.44044552370905876s, step_loss: 0.25340038537979126
Epoch 57, global_step 30467, time: 0.4482092373073101s, step_loss: 0.2189195454120636
Epoch 57, global_step 30468, time: 0.44604862481355667s, step_loss: 0.08773268759250641
Epoch 57, global_step 30469, time: 0.4494764022529125s, step_loss: 0.10272678732872009
Epoch 57, global_step 30470, time: 0.4476132169365883s, step_loss: 0.032509468495845795
Epoch 57, global_step 30471, time: 0.447293758392334s, step_loss: 0.009342798963189125
Epoch 57, global_step 30472, time: 0.44245896860957146s, step_loss: 0.2155143767595291
Epoch 57, global_step 30473, time: 0.4478371627628803s, step_loss: 0.02622564695775509
Epoch 57, global_step 30474, time: 0.444378312677145s, step_loss: 0.006285389885306358
Epoch 57, global_step 30475, time: 0.4476499632000923s, step_loss: 0.11055222153663635
Epoch 57, global_step 30476, time: 0.4644159637391567s, step_loss: 0.2737951874732971
Epoch 57, global_step 30477, time: 0.46016019955277443s, step_loss: 0.16151386499404907
Epoch 57, global_step 30478, time: 0.455088596791029s, step_loss: 0.13455837965011597
Epoch 57, global_step 30479, time: 0.44924308732151985s, step_loss: 0.004919727798551321
Epoch 57, global_step 30480, time: 0.4506070911884308s, step_loss: 0.018061717972159386
Epoch 57, global_step 30481, time: 0.4493000730872154s, step_loss: 0.0955081582069397
Epoch 57, global_step 30482, time: 0.4468121863901615s, step_loss: 0.22028346359729767
Epoch 57, global_step 30483, time: 0.5794637687504292s, step_loss: 0.029109790921211243
Epoch 57, global_step 30484, time: 0.4386972151696682s, step_loss: 0.01762714423239231
Epoch 57, global_step 30485, time: 0.4408995881676674s, step_loss: 0.24863731861114502
Epoch 57, global_step 30486, time: 0.4438750185072422s, step_loss: 0.24495890736579895
Epoch 57, global_step 30487, time: 0.4478638954460621s, step_loss: 0.005831388756632805
Epoch 57, global_step 30488, time: 0.44147513434290886s, step_loss: 0.03884012997150421
Epoch 57, global_step 30489, time: 0.44566746056079865s, step_loss: 0.005375158041715622
Epoch 57, global_step 30490, time: 0.44904886186122894s, step_loss: 0.004278351087123156
Epoch 57, global_step 30491, time: 0.45252862200140953s, step_loss: 0.14352533221244812
Epoch 57, global_step 30492, time: 0.4431428499519825s, step_loss: 0.10463207215070724
Epoch 57, global_step 30493, time: 0.4464188292622566s, step_loss: 0.00640720734372735
Epoch 57, global_step 30494, time: 0.4503931328654289s, step_loss: 0.12942343950271606
Epoch 57, global_step 30495, time: 0.4446094185113907s, step_loss: 0.259545236825943
Epoch 57, global_step 30496, time: 0.44311849400401115s, step_loss: 0.04002964496612549
Epoch 57, global_step 30497, time: 0.44507238268852234s, step_loss: 0.02880905568599701
Epoch 57, global_step 30498, time: 0.45101696625351906s, step_loss: 0.15601113438606262
Epoch 57, global_step 30499, time: 0.4423864781856537s, step_loss: 0.28683558106422424
Epoch 57, global_step 30500, time: 0.445753563195467s, step_loss: 0.11561281979084015
Epoch 57, global_step 30501, time: 0.4459458254277706s, step_loss: 0.1074957549571991
Epoch 57, global_step 30502, time: 0.44803160056471825s, step_loss: 0.24444349110126495
Epoch 57, global_step 30503, time: 0.4480115510523319s, step_loss: 0.3348526358604431
Epoch 57, global_step 30504, time: 0.45271700248122215s, step_loss: 0.14001616835594177
Epoch 57, global_step 30505, time: 0.4505220092833042s, step_loss: 0.28191912174224854
Epoch 57, global_step 30506, time: 0.45856527984142303s, step_loss: 0.19772781431674957
Epoch 57, global_step 30507, time: 0.45044120028615s, step_loss: 0.005034325644373894
Epoch 57, global_step 30508, time: 0.44536811485886574s, step_loss: 0.15526849031448364
Epoch 57, global_step 30509, time: 0.4462975971400738s, step_loss: 0.06216961890459061
Epoch 57, global_step 30510, time: 0.4517151527106762s, step_loss: 0.15023398399353027
Epoch 57, global_step 30511, time: 0.4411582052707672s, step_loss: 0.022945214062929153
Epoch 57, global_step 30512, time: 0.44241879135370255s, step_loss: 0.19677163660526276
Epoch 57, global_step 30513, time: 0.4561266377568245s, step_loss: 0.17397330701351166
Epoch 57, global_step 30514, time: 0.4581317715346813s, step_loss: 0.005857264623045921
Epoch 57, global_step 30515, time: 0.44307398796081543s, step_loss: 0.010221527889370918
Epoch 57, global_step 30516, time: 0.4428465887904167s, step_loss: 0.07013106346130371
Epoch 57, global_step 30517, time: 0.4448414221405983s, step_loss: 0.1473723202943802
Epoch 57, global_step 30518, time: 0.4458391144871712s, step_loss: 0.3458104133605957
Epoch 57, global_step 30519, time: 0.45317211002111435s, step_loss: 0.10477310419082642
Epoch 57, global_step 30520, time: 0.4526458866894245s, step_loss: 0.2907581329345703
Epoch 57, global_step 30521, time: 0.4569842331111431s, step_loss: 0.2050090730190277
Epoch 57, global_step 30522, time: 0.4457096718251705s, step_loss: 0.021384701132774353
Epoch 57, global_step 30523, time: 0.4471873827278614s, step_loss: 0.21145063638687134
Epoch 57, global_step 30524, time: 0.4509178623557091s, step_loss: 0.2927890419960022
Epoch 57, global_step 30525, time: 0.4379442222416401s, step_loss: 0.028324512764811516
Epoch 57, global_step 30526, time: 0.4535330981016159s, step_loss: 0.6564173102378845
Epoch 57, global_step 30527, time: 0.44487613067030907s, step_loss: 0.07660477608442307
Epoch 57, global_step 30528, time: 0.44100387394428253s, step_loss: 0.03226292133331299
Epoch 57, global_step 30529, time: 0.45321405306458473s, step_loss: 0.2007567137479782
Epoch 57, global_step 30530, time: 0.4476992040872574s, step_loss: 0.2710977792739868
Epoch 57, global_step 30531, time: 0.4538021869957447s, step_loss: 0.27872902154922485
Epoch 57, global_step 30532, time: 0.45357776805758476s, step_loss: 0.004933150485157967
Epoch 57, global_step 30533, time: 0.44735294207930565s, step_loss: 0.04565848410129547
Epoch 57, global_step 30534, time: 0.4548531398177147s, step_loss: 0.051393844187259674
Epoch 57, global_step 30535, time: 0.44159797579050064s, step_loss: 0.2848758101463318
Epoch 57, global_step 30536, time: 0.44252583011984825s, step_loss: 0.002363653155043721
Epoch 57, global_step 30537, time: 0.45544422417879105s, step_loss: 0.08918783068656921
Epoch 57, global_step 30538, time: 0.4529534690082073s, step_loss: 0.2680712938308716
Epoch 57, global_step 30539, time: 0.4427787736058235s, step_loss: 0.24480119347572327
Epoch 57, global_step 30540, time: 0.44228053465485573s, step_loss: 0.0039674690924584866
Epoch 57, global_step 30541, time: 0.4493522122502327s, step_loss: 0.15511000156402588
Epoch 57, global_step 30542, time: 0.4523533433675766s, step_loss: 0.044868893921375275
Epoch 57, global_step 30543, time: 0.4409110061824322s, step_loss: 0.09550371766090393
Epoch 57, global_step 30544, time: 0.46120041981339455s, step_loss: 0.2665015757083893
Epoch 57, global_step 30545, time: 0.4568989500403404s, step_loss: 0.09312785416841507
Epoch 57, global_step 30546, time: 0.4625210650265217s, step_loss: 0.4034954905509949
Epoch 57, global_step 30547, time: 0.45862875133752823s, step_loss: 0.20764505863189697
Epoch 57, global_step 30548, time: 0.4567904435098171s, step_loss: 0.16374966502189636
Epoch 57, global_step 30549, time: 0.44733018055558205s, step_loss: 0.16053488850593567
Epoch 57, global_step 30550, time: 0.4438655562698841s, step_loss: 0.11174740642309189
Epoch 57, global_step 30551, time: 0.44943995773792267s, step_loss: 0.0898648127913475
Epoch 57, global_step 30552, time: 0.44306687638163567s, step_loss: 0.26724210381507874
Epoch 57, global_step 30553, time: 0.4537416771054268s, step_loss: 0.17098498344421387
Epoch 57, global_step 30554, time: 0.4527496248483658s, step_loss: 0.0725499615073204
Epoch 57, global_step 30555, time: 0.4536660686135292s, step_loss: 0.014755829237401485
Epoch 57, global_step 30556, time: 0.45700041577219963s, step_loss: 0.004434109199792147
Epoch 57, global_step 30557, time: 0.45696888864040375s, step_loss: 0.11466173082590103
Epoch 57, global_step 30558, time: 0.44359197840094566s, step_loss: 0.19397050142288208
Epoch 57, global_step 30559, time: 0.44343843311071396s, step_loss: 0.19410553574562073
Epoch 57, global_step 30560, time: 0.44056855142116547s, step_loss: 0.1743127852678299
Epoch 57, global_step 30561, time: 0.4437113590538502s, step_loss: 0.18151229619979858
Epoch 57, global_step 30562, time: 0.4402206614613533s, step_loss: 0.14742863178253174
Epoch 57, global_step 30563, time: 0.4466967433691025s, step_loss: 0.002479955554008484
Epoch 57, global_step 30564, time: 0.44847800582647324s, step_loss: 0.07035577297210693
Epoch 57, global_step 30565, time: 0.4373910129070282s, step_loss: 0.011841638945043087
Epoch 57, global_step 30566, time: 0.45797866210341454s, step_loss: 0.11633771657943726
Epoch 57, global_step 30567, time: 0.45184091851115227s, step_loss: 0.006291569210588932
Epoch 57, global_step 30568, time: 0.44819550961256027s, step_loss: 0.09365890175104141
Epoch 57, global_step 30569, time: 0.44757216051220894s, step_loss: 0.030754797160625458
Epoch 57, global_step 30570, time: 0.453555840998888s, step_loss: 0.27556613087654114
Epoch 57, global_step 30571, time: 0.45294150710105896s, step_loss: 0.006436385679990053
Epoch 57, global_step 30572, time: 0.44558191299438477s, step_loss: 0.07977175712585449
Epoch 57, global_step 30573, time: 0.44861624389886856s, step_loss: 0.0671766921877861
Epoch 57, global_step 30574, time: 0.44113004580140114s, step_loss: 0.044501468539237976
Epoch 57, global_step 30575, time: 0.45194946601986885s, step_loss: 0.0029283035546541214
Epoch 57, global_step 30576, time: 0.4525083266198635s, step_loss: 0.015804877504706383
Epoch 57, global_step 30577, time: 0.44037655368447304s, step_loss: 0.09437781572341919
Epoch 57, global_step 30578, time: 0.45080284029245377s, step_loss: 0.2925242781639099
